g,r,i,z,y_true,y_argus,y_attnnet
18.200001534036343,18.04998623289348,17.626988750490064,17.833754953343767,0,0.9999980926513672,0.9999864101409912
21.058485340406218,20.58581724642459,20.318024524521874,20.039669388433346,0,0.9999842643737793,0.9999258518218994
18.72403260229862,17.983949047408135,17.564706801295245,17.364095341143624,0,0.9999958276748657,0.9999649524688721
19.305488949208016,18.297666949572076,17.846945980741502,17.590455199804516,0,0.9999831914901733,0.9997255206108093
18.876675600012184,18.828145475955637,18.948101487006372,18.85177850890347,0,0.9999979734420776,0.9999709129333496
20.47077634310682,19.21290988435456,18.865833643055144,18.63696894195439,0,0.9999964237213135,0.9997161030769348
18.93084461416862,18.061619310685987,17.694614897249163,17.46707006468005,0,0.9999969005584717,0.9999711513519287
17.96703660504027,17.132272997574646,16.655372785806442,16.416374014855887,0,0.9922846555709839,0.09946128726005554
17.76119005843237,16.828896701705283,16.384139552853615,16.12009131314558,0,0.0013713481603190303,0.00010349968943046406
19.059633754956195,18.268503137509896,17.918536384067462,17.753801759382675,0,0.9998040795326233,0.14335398375988007
19.92098658223493,19.055479117995333,18.668802805989788,18.380680834746464,0,0.0016873064450919628,0.0001503977837273851
17.97916273700489,17.95988235776997,18.156133470684967,18.061576270033612,0,0.9999964237213135,0.9965257048606873
22.593469000138114,20.960822755167868,19.247230995240855,18.484620029687196,0,4.5150090954848565e-06,0.00015722443640697747
15.586425303412108,14.864159094473495,14.587395528170571,14.305728333336331,0,0.9992945194244385,0.05024033784866333
19.070617186311242,18.01054692185352,17.61437940081016,17.337338483580957,0,0.9999803304672241,0.5741614699363708
20.769379967473952,19.619598915609263,18.78351920407428,18.207440078369807,0,0.03961943835020065,0.00012939679436385632
19.451983763519,18.971614563994205,18.802789644738716,18.683094304479646,0,0.9999980926513672,0.9999030828475952
21.71492322274436,20.198953937965907,18.981105923892827,18.34016585634465,0,0.20812955498695374,0.005609935615211725
19.956310131074908,18.98208934254908,18.664919977717584,18.425731466598165,0,0.9999971389770508,0.9965458512306213
17.564088997205378,16.611398514051512,16.171847907781977,15.862079826614181,0,5.032206900068559e-06,5.7113200455205515e-05
19.09759042528468,18.560390321791957,18.32238471497948,18.103602551610393,0,0.9999978542327881,0.9998562335968018
20.85468806362522,20.050219751501654,19.701592175967807,19.398973661444455,0,0.999997615814209,0.9998974800109863
19.743273303504168,18.328369477950034,17.762635698066767,17.428304327112635,0,2.4303808459080756e-05,7.683078001718968e-05
16.41325121992475,15.704993183462726,15.440554188884072,15.182159549946764,0,0.9999898672103882,0.9985721111297607
20.864035914548488,19.35111083800089,17.80183436422485,17.10888469751828,0,0.9997907280921936,0.9995855689048767
18.201431584796808,17.338768159811686,16.93508469072289,16.64319233313065,0,0.009517521597445011,0.004335450008511543
16.47016867129437,15.697001159639314,inf,15.095818921119013,0,4.556826297630323e-06,0.999953031539917
18.666204972490693,17.88333093145696,inf,17.31216186776032,0,0.0004029656993225217,0.9999504089355469
16.676724552816374,16.11200079330053,15.885631480267438,15.698920784858213,0,0.9999760389328003,0.20626792311668396
19.32580272380848,18.19071121130033,17.603454527419224,17.28497396629112,0,0.9963364601135254,0.00018338649533689022
18.86783282437527,18.1581388385924,17.665052343452107,17.541169663290983,0,0.9999978542327881,0.9999793767929077
21.826635636340146,20.26259133667692,18.818508432939396,18.216141247485005,0,1.3116596164763905e-05,4.520501897786744e-05
20.802237309819198,19.231030739783662,17.550581318625436,16.867071040588588,0,0.999459445476532,0.5607637763023376
19.17152469245688,18.066715271021003,17.65652835118414,17.360720894972836,0,0.9999847412109375,0.9998763799667358
19.641423726926604,18.72469972311008,18.384436815606943,18.179663783523154,0,0.9999979734420776,0.9998767375946045
19.843353102729424,18.89243332093941,18.46586465373577,18.159111704250193,0,0.9984362721443176,0.07699272036552429
20.392739062445866,19.553641352717563,19.22071269145072,19.017306863633817,0,0.9999979734420776,0.9999655485153198
17.976088943442885,17.26159231777827,16.886444099159213,16.727550327467515,0,0.9997932314872742,0.9971432089805603
18.26609660575584,17.560960197585423,17.06887432917231,16.77238859307228,0,0.002117212163284421,0.00035436131292954087
20.736307724510812,19.33666473155033,18.47372335659209,18.078092376776247,0,0.99998939037323,0.9999023675918579
20.00904098439014,18.54818503669769,17.36339608159736,16.86686545556787,0,0.0008434098563157022,7.016133895376697e-05
20.271293017874733,18.737994972338292,17.33081177769313,16.72325319729721,0,0.999990701675415,0.9995354413986206
20.921902138893643,20.71210520166798,20.39636171576395,19.755040498006856,0,1.4792110960115679e-05,0.033638980239629745
22.494309324051372,20.78721087180125,18.82992609955558,17.979229866078395,0,7.228198228403926e-05,0.00011145310418214649
19.854269481996713,18.873999651410607,18.168548152788585,17.693775513756414,0,1.8826734958565794e-05,0.00019101248471997678
19.63808878514385,18.29641528864152,17.67881293344238,17.38945763738608,0,0.9999731779098511,0.9999357461929321
19.104325298115736,18.22179105150216,17.85048184294626,17.646776404509307,0,0.9999970197677612,0.999944806098938
18.930184580947078,18.90422120232914,18.46862186273995,18.637234376444102,0,0.9999980926513672,0.9999858140945435
15.716740286213666,16.303721177563435,16.369984947541198,15.882198815036734,0,3.5225323244958417e-06,7.968136924318969e-05
19.927649966960296,18.354983532803132,17.102145411403335,16.562697302860528,0,0.00011268922389717773,0.0006605630042031407
18.961057093983065,18.33935167054068,17.877480988938313,17.602594426825014,0,0.641684889793396,0.7076678276062012
18.275428009092174,17.78897150008675,17.426347857882742,17.331401244684674,0,0.9999980926513672,0.9999880790710449
18.302030219635995,17.23973516632364,16.75826025783351,16.423269626103313,0,0.06891248375177383,0.005028385668992996
21.83313557385751,20.25752891208873,18.959105414854346,18.4176377013682,0,0.9999918937683105,0.9998953342437744
20.774123512230275,19.217504729424242,17.878717057828418,17.275699295503557,0,4.336865458753891e-06,5.50548720639199e-05
20.281994597992714,19.88238401646832,19.577345958251172,19.442394292268858,0,0.9999979734420776,0.9999790191650391
18.66055201079574,17.72739818497742,17.336003744201022,17.08324564881714,0,0.9997554421424866,0.3047223389148712
21.01673959528435,19.355356810195595,18.624177066582252,18.238348003485264,0,0.569205641746521,4.911639916826971e-05
19.813488726022683,19.091226385948616,18.788801001531976,18.67343148373154,0,0.9999980926513672,0.9999849796295166
21.04692016594748,19.622508860040313,18.72832048980777,18.205808792924906,0,0.0031829026993364096,0.00014731752162333578
18.107817391697843,17.277497937804576,16.90906145522395,16.805377682955317,0,0.9999980926513672,0.9999785423278809
22.217732731982444,20.384413108803294,inf,22.040761538184917,0,0.002104171784594655,0.9954240918159485
21.46286263385445,19.90218312832324,18.42863965340019,17.791480497756567,0,0.7507078647613525,7.402793562505394e-05
20.617290546104464,19.170108612458122,18.086661596081857,17.636919286186604,0,0.9999679327011108,0.10259111225605011
17.442360614880023,16.865242407866308,16.53763218202307,16.361141600696712,0,0.9991883635520935,0.9948598146438599
18.75499072804536,17.902106639585266,17.525229644613347,17.27341932225481,0,0.994666576385498,0.06180901080369949
18.621027905172813,18.074947320411926,17.753772612096256,17.57574983023101,0,0.9997610449790955,0.9990463852882385
18.77321086316527,17.69028031726937,17.24207651172714,16.963891443971754,0,0.9750800728797913,0.03437243774533272
21.454306566377113,20.027178574273655,18.804313104505418,18.274779709550288,0,0.9999685287475586,0.999826967716217
19.643071119667255,18.95675194228786,18.609456062311637,18.42503188338291,0,0.9999979734420776,0.9999762773513794
20.716201967436177,19.772936075512604,19.42416139217766,19.19223015662134,0,0.9999974966049194,0.9899162650108337
20.72949587702911,19.151493591635653,17.80079453427966,17.207446459011273,0,0.03984619677066803,0.3497677445411682
19.463442646551822,19.210062252987527,18.939536576003775,18.992786583330144,0,0.9999979734420776,0.9999768733978271
18.040797776634495,17.41969310484057,17.194369531347345,17.09462906105112,0,0.9999978542327881,0.9999393224716187
19.924183427679047,19.740323819235766,19.3529947964346,19.33034795876818,0,0.9999979734420776,0.9999700784683228
21.526430528118382,20.583106466669626,20.147960034227566,19.779868653685355,0,0.0003616164030972868,5.66863855055999e-05
19.347013184841433,18.544312909128465,18.143695155690413,17.934502736807087,0,0.999997615814209,0.9999772310256958
20.77173754817911,20.01529663665945,19.444245479792336,19.229171525963064,0,0.9999953508377075,0.9999679327011108
18.75106189686256,17.968569023998263,17.605087813444687,17.38740193675232,0,0.0003358684480190277,0.0005864726845175028
19.880160988419824,18.610806678554507,17.882248082698556,17.499596910445455,0,0.007960578426718712,0.00010606898285914212
20.677024034449325,19.352275199901232,18.69060450081406,18.357450893242923,0,0.0001574752968735993,4.048172922921367e-05
20.055764986329166,19.132390666446213,18.747478149980395,18.461913071236005,0,0.9999943971633911,0.9994194507598877
20.00160232458551,19.16776150886146,18.599074806246158,18.290876167106457,0,0.9999898672103882,0.9999514818191528
21.386383561490945,20.042827276105655,18.59650692067725,17.93850552698132,0,0.8240582346916199,0.9974905252456665
19.687835623085377,18.47846891013715,18.005801920854772,17.69314997389686,0,0.9828451871871948,0.07709801942110062
19.188121242429332,18.23025607555015,17.797238569787904,17.547688159003343,0,0.9999972581863403,0.9999786615371704
18.845464212176545,20.545004826861422,21.34610329651877,18.069270099270152,0,5.190226602280745e-06,0.9999140501022339
18.80584131704513,18.07428844992049,17.68029698218337,17.5237497244048,0,0.9999978542327881,0.9999778270721436
18.803038747111863,17.82645920040529,17.447413614762063,17.196082822371302,0,0.9999852180480957,0.9909911155700684
20.716637626537846,19.502308170376153,18.55257230108405,17.955571433251077,0,6.358440259646159e-06,4.2065901652676985e-05
21.37763978973831,20.642693377147626,19.55059183856816,20.04583963312248,0,0.9998328685760498,0.9999830722808838
17.72394835870546,17.170597691477738,16.926111840129504,16.78527375861289,0,0.9999979734420776,0.9999644756317139
19.809157177950073,18.367549721009375,17.381998317174407,16.93529967585145,0,0.9997963309288025,0.1729334443807602
17.24582345245229,16.970506633144247,16.872234015941288,16.786907964461008,0,0.9999980926513672,0.9999463558197021
20.209157679351954,19.843109260798055,19.630031796537537,19.40869608507022,0,0.999997615814209,0.9999834299087524
17.176869586256643,16.455905002374656,16.152471566442664,15.921023759535798,0,0.9757155179977417,0.6647676229476929
19.002060454132916,18.165753871328562,17.780259050334713,17.614702903643558,0,0.999933123588562,0.933685302734375
21.01982165156011,19.784034287611973,18.96312293506575,18.482916130737784,0,0.06647375971078873,8.637220889795572e-05
17.015855315954024,16.23066372441953,15.897213911421058,15.633167905099736,0,0.9929972290992737,0.005873095244169235
19.502404111864934,18.493561686666638,18.12101700763221,17.911095575461285,0,0.9998894929885864,0.07424352318048477
17.7907962955475,17.01110116213238,16.666212023308628,16.427970024964168,0,0.9999926090240479,0.9997411370277405
21.21619008095861,19.961676246714173,19.16648602723539,18.793849407788393,0,1.8425469534122385e-05,4.2848652810789645e-05
18.315435004297825,17.771152326999086,17.39568194468636,17.28963566123472,0,0.9999979734420776,0.9999830722808838
18.526429544596645,17.387375708823313,16.913027825261686,16.558469865285222,0,0.000429819367127493,7.407899829559028e-05
21.32802839785205,19.808542257085485,19.026419218029815,18.591191494499196,0,0.012745470739901066,4.348401489551179e-05
17.65733529850806,17.046021471397466,16.628637627840668,16.5124991032319,0,0.9999938011169434,0.999931812286377
18.493207180678457,17.585679351767254,17.18809530429415,16.94726871453316,0,0.9999115467071533,0.7320775389671326
20.834162966185325,19.821808745810188,19.376229028051874,19.07403979278645,0,0.9999959468841553,0.9999136924743652
19.18981840449853,18.915499576888188,18.594635777996743,18.789871735074026,0,0.9999979734420776,0.9999877214431763
19.780145542658584,18.809061391490573,18.221188412790674,17.838255870280303,0,0.3329012095928192,0.000887091679032892
17.950612072761345,17.241148643611446,16.86682029079045,16.617733919398702,0,0.006906447932124138,0.0007505918038077652
19.966067608478816,18.89406939585657,18.48078977501371,18.06175925795504,0,0.9999114274978638,0.9875069856643677
18.693226953507587,17.816579045614414,17.37355069845634,17.16168079459915,0,0.9999951124191284,0.9997276663780212
19.68150095764696,18.20698165935934,17.20529627549842,16.772205729270098,0,0.0074830735102295876,0.0331057645380497
16.625760191699012,16.316972213495227,16.181724842973,16.0809771160218,0,0.9999980926513672,0.9914773106575012
17.81943991277709,16.933039118524917,16.52625605445915,16.264444208116068,0,0.48573410511016846,0.03279370069503784
19.83145525946695,18.500173616532216,18.009158498100092,17.689495885619287,0,0.9989160299301147,0.21828234195709229
25.74075955194112,22.79861590251553,20.220614791863532,18.55856078291106,0,6.958154244784964e-06,0.00249078287743032
19.20047431811585,17.926924429793537,17.461756759509754,17.134192408381807,0,0.9997343420982361,0.07488937675952911
19.060373377785513,18.10423728335262,17.72826534008449,17.502383345075685,0,0.9999926090240479,0.9987205266952515
20.185727808894086,18.69114924317049,17.19752132114334,16.52348215397629,0,0.9999921321868896,0.9997138381004333
20.354287635418217,19.508120293620326,19.19389903876357,18.697278583374636,0,0.9151658415794373,0.01298216637223959
19.855296837041866,18.522485519167315,17.710189794278985,17.184326661068823,0,0.06574221700429916,8.122795406961814e-05
19.602344377228903,18.414541846418295,17.974693364516636,17.68899777684215,0,0.9996833801269531,0.9788819551467896
21.02939228767579,19.492587003466298,17.9970798897031,17.33396226659892,0,0.99974125623703,0.997848629951477
20.305492125521074,19.619296686224764,19.308998541047426,19.098064712313516,0,0.9999979734420776,0.9995840191841125
inf,inf,inf,19.572453670088038,0,4.009538315585814e-06,0.0006598589243367314
19.5761411616837,19.49044210176168,inf,19.363129810420403,0,0.0033638887107372284,0.9998078942298889
17.955355819601813,17.785061279713105,17.471551880037694,17.564036089772,0,0.9999979734420776,0.9999837875366211
17.98595021794891,16.99604284180115,16.48216406498637,16.103662992536947,0,0.9982951283454895,0.005319441203027964
19.772981494955182,18.7093163339253,18.325584427913288,18.079359896863053,0,0.9998610019683838,0.7459608912467957
18.494771139024593,17.78191769747132,17.335105525383053,17.137536145501066,0,0.9994334578514099,0.7221713066101074
19.13645270960732,18.507851529155392,18.212389561953785,18.05727165754947,0,0.9999978542327881,0.9999271631240845
18.584290861519506,18.766243369164837,18.58607458837959,18.845881583082807,0,0.9999979734420776,0.9999867677688599
20.475608406982396,19.087442590737815,18.63580414261005,18.369296116352974,0,0.8149639368057251,0.3129401206970215
18.670849497152822,17.9469479771669,17.521347439595303,17.286087519241207,0,0.07303431630134583,0.8885060548782349
20.879532513753965,20.172516923934666,19.773757790142824,19.596308155654338,0,0.9695940613746643,0.0830446407198906
20.366200433075683,19.19557695948685,18.762165445484904,18.48129573741884,0,0.9999949932098389,0.99992835521698
18.52064410364244,17.848049686604824,17.597540967948863,17.436348900172405,0,0.9999980926513672,0.9999525547027588
20.36642886949679,19.215977373217278,18.75344829923526,18.428880391974783,0,0.0027853131759911776,0.012715684249997139
19.326395508997113,18.116488252007912,17.700128835734922,17.441803486804034,0,0.9960057139396667,0.017775285989046097
nan,21.20662085396807,19.339951426585614,18.615546695646934,0,8.455281204078346e-06,8.605536277173087e-05
20.251804329702118,19.049299435698593,18.775213061336927,18.454308221145176,0,0.9998724460601807,0.025108706206083298
19.192452888941492,18.439716641047855,18.12069130961228,17.878853403544404,0,0.9999974966049194,0.9998410940170288
20.707146761456002,19.277131032379092,18.095809789133682,17.57613353535305,0,0.9999786615371704,0.9998993873596191
19.92419351323686,19.28031117865754,18.568343440213212,18.237760455754405,0,0.022415200248360634,0.00013883615611121058
20.955810145393105,19.47683467826632,18.711207434482244,18.34638204392384,0,0.9999798536300659,0.9997560381889343
19.680884842453057,18.868476951502288,18.292573361252476,18.000062717284024,0,0.00551985390484333,0.00010514503810554743
18.18941019783651,18.2286430267013,18.375521099060858,18.302711080028356,0,0.9999979734420776,0.9999833106994629
20.13043244112058,18.642094482360992,17.525336695605027,17.036209684620797,0,0.9999815225601196,0.9998941421508789
17.751014877653073,17.82111919469663,17.289487310760627,17.653456994462523,0,0.9999979734420776,0.9999796152114868
19.211870943031307,18.61187787193646,18.334748472287856,18.139359246758993,0,0.9999979734420776,0.9999644756317139
20.68610578420649,19.300120964668437,18.55399287642902,18.158544028527405,0,5.7749703046283685e-06,4.9680649681249633e-05
19.999222768143664,18.527187366578495,17.303735470929503,16.750224387313303,0,0.9542829394340515,4.995686322217807e-05
20.11142415097833,19.422463568301502,19.177322354486922,19.028111287971704,0,0.9999980926513672,0.999984622001648
20.269971493013152,18.74675409953737,18.27432683971241,17.956001756272784,0,0.9995511174201965,0.19927343726158142
19.658406480622226,18.710207944771977,18.265404584192737,18.054655096946078,0,0.9999936819076538,0.9999667406082153
20.111893852653342,19.23365828368556,19.047702037457462,18.739735175290797,0,0.9999977350234985,0.9999157190322876
17.292131447039115,inf,inf,17.38118418120971,0,3.484134595055366e-06,0.6959728598594666
16.67547718378941,16.416485950749294,17.399902292278046,17.008307727668655,0,0.002226488431915641,0.04736914113163948
16.496751598573624,16.386313753126906,16.74945961776857,16.505402644960377,0,0.9999610185623169,0.9974428415298462
18.223052886588533,18.160806381112742,inf,17.753742822663526,0,0.00020493616466410458,0.9995403289794922
17.760635418016022,17.225799983838744,16.884065957535235,16.754970144697147,0,0.9999979734420776,0.999968409538269
